Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
9,52,Yes,7,7,45,Inefficient High Effort
4,42,Yes,9,9,28,Moderate
3,43,Yes,6,6,25,Moderate
4,43,No,7,6,27,Optimal Balance
4,82,No,9,8,67,Moderate
2,67,Yes,7,9,44,Moderate
1,46,No,8,1,18,Moderate
1,65,No,7,4,37,Moderate
8,50,No,9,2,43,Moderate
2,63,Yes,7,6,43,Moderate
5,82,No,5,2,66,Moderate
4,49,No,8,4,34,Optimal Balance
8,76,No,8,4,77,Moderate
2,52,No,6,1,31,Moderate
9,83,No,8,0,80,Moderate
7,81,Yes,4,5,71,Stressed Burnout
7,78,No,5,0,69,Stressed Burnout
1,58,No,6,8,34,Moderate
2,90,Yes,4,9,69,Moderate
4,58,No,7,4,44,Optimal Balance
4,51,Yes,4,0,30,Moderate
3,91,Yes,6,7,73,Moderate
7,61,Yes,8,0,52,Moderate
8,86,Yes,5,3,81,Stressed Burnout
2,76,No,6,6,52,Moderate
4,95,No,4,3,77,Moderate
3,69,Yes,4,4,44,Moderate
2,85,No,6,6,62,Moderate
6,51,Yes,9,3,44,Moderate
4,68,No,9,4,51,Moderate
6,60,No,6,6,48,Moderate
2,50,Yes,9,0,30,Moderate
4,99,No,6,2,82,Moderate
6,76,Yes,8,0,61,Optimal Balance
5,87,No,6,2,72,Moderate
3,97,No,7,1,78,Moderate
8,57,No,5,4,53,Stressed Burnout
7,83,Yes,5,9,78,Stressed Burnout
3,98,Yes,7,4,79,Moderate
6,66,Yes,4,9,56,Moderate
4,76,No,4,8,58,Moderate
5,87,Yes,4,7,72,Moderate
5,51,Yes,4,2,37,Moderate
7,62,Yes,8,0,56,Moderate
5,73,No,7,4,59,Optimal Balance
3,77,No,5,2,54,Moderate
5,62,No,7,4,47,Optimal Balance
7,92,No,5,8,84,Stressed Burnout
5,64,Yes,4,0,50,Moderate
5,43,No,8,0,27,Optimal Balance
9,69,Yes,6,8,67,Inefficient High Effort
3,69,No,6,2,48,Moderate
6,52,Yes,9,9,42,Moderate
1,81,Yes,4,4,55,Moderate
5,88,No,4,8,73,Moderate
8,53,Yes,7,4,46,Moderate
5,95,Yes,8,2,81,Optimal Balance
9,86,Yes,8,8,82,Moderate
6,47,Yes,7,6,35,Optimal Balance
8,94,No,8,6,92,Moderate
8,63,No,8,7,59,Moderate
3,57,Yes,6,4,35,Moderate
7,74,No,8,1,65,Moderate
7,64,Yes,4,8,53,Stressed Burnout
6,56,Yes,6,2,45,Moderate
7,71,No,4,1,61,Stressed Burnout
2,95,Yes,4,9,74,Moderate
9,63,No,7,9,60,Inefficient High Effort
1,46,Yes,9,4,23,Moderate
1,52,No,8,7,25,Moderate
3,66,No,8,2,45,Moderate
3,87,Yes,8,5,68,Moderate
1,44,No,8,8,21,Moderate
7,75,Yes,6,1,65,Moderate
4,65,No,5,7,45,Moderate
2,81,Yes,4,9,58,Moderate
5,84,No,9,6,76,Moderate
6,70,No,9,2,57,Moderate
9,49,No,5,0,46,Stressed Burnout
4,85,Yes,5,5,68,Moderate
2,65,No,5,1,40,Moderate
5,61,Yes,6,2,45,Moderate
3,51,No,5,4,31,Moderate
2,71,No,6,7,50,Moderate
1,66,Yes,7,1,43,Moderate
2,72,No,7,5,50,Moderate
6,92,Yes,9,0,80,Moderate
8,91,Yes,7,6,90,Moderate
3,59,Yes,6,3,38,Moderate
9,78,Yes,6,0,73,Inefficient High Effort
9,80,Yes,4,8,78,Stressed Burnout
2,79,No,5,8,54,Moderate
8,98,Yes,8,2,92,Moderate
5,52,No,8,5,39,Optimal Balance
4,53,Yes,5,6,41,Moderate
5,83,Yes,8,3,71,Optimal Balance
4,79,No,8,5,65,Optimal Balance
8,92,No,8,8,87,Moderate
4,61,Yes,9,9,47,Moderate
6,57,Yes,6,5,42,Moderate
2,87,No,6,6,62,Moderate
5,68,No,6,5,54,Moderate
6,82,Yes,5,6,71,Moderate
5,55,Yes,7,0,42,Optimal Balance
2,85,Yes,9,5,64,Moderate
7,74,No,9,8,70,Moderate
4,92,Yes,8,2,77,Optimal Balance
8,73,No,4,5,62,Stressed Burnout
7,42,No,6,3,28,Moderate
7,43,Yes,9,6,36,Moderate
9,93,Yes,9,6,92,Moderate
1,44,No,4,8,18,Moderate
6,49,Yes,8,3,37,Optimal Balance
6,91,Yes,9,7,81,Moderate
6,68,No,9,7,57,Moderate
6,71,Yes,7,7,61,Optimal Balance
7,70,No,4,7,62,Stressed Burnout
6,41,No,8,5,27,Optimal Balance
1,51,Yes,8,7,26,Moderate
3,66,No,6,5,48,Moderate
2,44,No,7,9,18,Moderate
6,76,Yes,8,1,66,Optimal Balance
8,66,No,7,2,59,Moderate
3,62,Yes,6,5,41,Moderate
8,72,No,4,6,64,Stressed Burnout
8,43,No,9,3,40,Moderate
5,98,No,9,0,84,Moderate
8,60,No,5,3,51,Stressed Burnout
6,63,No,5,5,49,Moderate
5,83,No,5,7,67,Moderate
9,70,No,9,3,70,Moderate
7,83,Yes,7,9,75,Moderate
8,87,No,5,0,80,Stressed Burnout
1,63,Yes,4,4,35,Moderate
2,88,No,8,6,65,Moderate
8,92,No,7,5,86,Moderate
9,49,Yes,9,2,45,Moderate
4,88,Yes,4,6,69,Moderate
9,88,Yes,9,3,86,Moderate
4,89,No,7,4,75,Optimal Balance
9,41,Yes,7,6,39,Inefficient High Effort
7,70,No,7,1,59,Moderate
2,64,No,6,3,42,Moderate
9,43,Yes,8,3,42,Moderate
4,90,No,5,5,70,Moderate
8,50,Yes,6,6,48,Moderate
7,56,Yes,8,3,49,Moderate
7,83,Yes,9,9,78,Moderate
8,41,Yes,5,0,34,Stressed Burnout
1,45,No,6,0,18,Moderate
5,48,No,6,4,33,Moderate
2,44,Yes,4,0,20,Moderate
2,59,Yes,6,2,35,Moderate
1,68,No,7,8,46,Moderate
5,60,No,9,2,42,Moderate
2,48,Yes,6,2,23,Moderate
4,67,No,7,8,51,Optimal Balance
3,94,No,8,4,75,Moderate
3,47,No,8,7,27,Moderate
2,70,No,7,9,48,Moderate
6,59,Yes,4,8,45,Moderate
2,66,No,4,5,40,Moderate
8,47,Yes,8,6,42,Moderate
8,93,Yes,9,6,90,Moderate
5,60,Yes,6,6,45,Moderate
7,67,No,8,3,55,Moderate
4,62,No,8,1,45,Optimal Balance
1,45,Yes,7,1,20,Moderate
2,42,No,4,6,15,Moderate
4,44,Yes,9,9,28,Moderate
1,48,Yes,7,6,25,Moderate
8,46,No,8,9,39,Moderate
9,99,No,5,6,96,Stressed Burnout
4,43,No,6,7,24,Moderate
3,78,Yes,8,2,63,Moderate
2,44,Yes,7,4,19,Moderate
5,50,No,5,5,31,Moderate
3,54,Yes,5,7,35,Moderate
7,73,Yes,8,7,65,Moderate
6,52,Yes,9,9,41,Moderate
1,93,No,4,2,65,Moderate
8,87,No,5,3,83,Stressed Burnout
2,46,No,6,5,22,Moderate
5,79,Yes,7,3,68,Optimal Balance
9,45,No,7,9,40,Inefficient High Effort
8,95,Yes,7,3,92,Moderate
2,78,Yes,8,4,54,Moderate
9,89,Yes,7,9,90,Inefficient High Effort
5,69,No,7,6,57,Optimal Balance
6,61,Yes,6,1,47,Moderate
3,64,No,4,1,43,Moderate
3,67,Yes,9,9,50,Moderate
8,93,No,8,8,91,Moderate
2,59,No,8,3,34,Moderate
2,78,No,7,4,54,Moderate
5,42,No,6,2,26,Moderate
6,44,No,5,1,34,Moderate
2,40,No,7,9,18,Moderate
5,54,No,7,7,38,Optimal Balance
7,65,No,8,3,57,Moderate
8,42,Yes,8,0,34,Moderate
7,79,Yes,7,5,68,Moderate
8,96,Yes,8,5,92,Moderate
9,80,Yes,6,1,77,Inefficient High Effort
5,86,Yes,5,1,71,Moderate
5,81,No,5,7,67,Moderate
4,73,No,5,6,59,Moderate
9,91,No,7,1,91,Inefficient High Effort
5,44,No,9,9,29,Moderate
2,70,No,7,0,48,Moderate
8,90,Yes,7,7,90,Moderate
7,52,Yes,6,9,48,Moderate
8,82,No,5,1,77,Stressed Burnout
3,40,Yes,8,4,20,Moderate
4,61,Yes,8,5,42,Optimal Balance
5,54,No,4,9,37,Moderate
6,65,No,4,0,52,Moderate
1,57,Yes,9,1,33,Moderate
4,87,Yes,8,9,72,Optimal Balance
5,48,No,5,3,34,Moderate
7,40,Yes,7,1,33,Moderate
5,82,No,8,5,71,Optimal Balance
1,48,Yes,9,3,25,Moderate
7,62,Yes,9,2,55,Moderate
8,82,No,8,5,76,Moderate
7,84,Yes,4,8,76,Stressed Burnout
4,97,No,5,7,81,Moderate
8,41,Yes,8,1,35,Moderate
5,53,Yes,7,2,35,Optimal Balance
9,77,No,7,1,74,Inefficient High Effort
5,79,Yes,6,9,66,Moderate
1,57,No,7,6,31,Moderate
9,55,No,8,8,54,Moderate
5,92,Yes,8,0,79,Optimal Balance
6,68,No,7,2,58,Optimal Balance
4,83,No,4,5,66,Moderate
6,50,No,5,3,36,Moderate
8,45,Yes,9,9,44,Moderate
3,42,No,8,9,26,Moderate
5,53,No,7,0,37,Optimal Balance
2,99,Yes,9,8,82,Moderate
2,41,No,7,6,18,Moderate
7,71,No,8,6,66,Moderate
6,70,No,6,0,60,Moderate
4,50,Yes,5,8,32,Moderate
5,61,Yes,8,7,51,Optimal Balance
1,42,Yes,9,9,18,Moderate
7,89,Yes,7,4,82,Moderate
8,70,Yes,6,3,66,Moderate
9,72,Yes,8,0,69,Moderate
8,63,No,5,8,59,Stressed Burnout
5,40,Yes,6,7,26,Moderate
3,83,Yes,9,1,63,Moderate
9,54,Yes,7,3,52,Inefficient High Effort
6,76,Yes,4,3,66,Moderate
5,66,No,5,6,51,Moderate
3,77,No,6,2,54,Moderate
6,87,Yes,8,7,77,Optimal Balance
3,66,No,8,6,45,Moderate
6,83,Yes,6,9,77,Moderate
4,51,No,8,3,32,Optimal Balance
2,42,Yes,6,8,15,Moderate
8,69,Yes,5,5,62,Stressed Burnout
4,71,Yes,8,2,55,Optimal Balance
9,62,Yes,5,6,59,Stressed Burnout
7,41,No,7,5,32,Moderate
2,46,Yes,7,7,21,Moderate
4,73,No,7,4,56,Optimal Balance
5,71,No,7,5,55,Optimal Balance
3,92,No,8,0,74,Moderate
9,78,Yes,6,7,74,Inefficient High Effort
5,71,No,8,0,56,Optimal Balance
2,82,No,9,2,58,Moderate
3,82,No,8,1,64,Moderate
9,53,Yes,5,5,49,Stressed Burnout
7,42,No,6,7,31,Moderate
2,85,Yes,4,7,64,Moderate
9,71,No,4,6,63,Stressed Burnout
4,82,No,6,6,66,Moderate
9,75,Yes,4,7,73,Stressed Burnout
2,56,Yes,6,4,38,Moderate
4,87,No,5,2,70,Moderate
5,42,Yes,5,1,27,Moderate
2,96,No,8,2,72,Moderate
1,49,No,4,2,21,Moderate
7,92,Yes,6,6,85,Moderate
1,86,Yes,5,0,62,Moderate
8,79,Yes,8,6,73,Moderate
3,57,No,4,5,32,Moderate
6,42,No,4,9,30,Moderate
7,78,No,4,1,64,Stressed Burnout
1,49,Yes,5,9,25,Moderate
6,91,Yes,5,0,82,Moderate
7,48,Yes,4,8,41,Stressed Burnout
6,85,No,5,1,71,Moderate
4,94,Yes,4,3,79,Moderate
1,85,Yes,7,8,59,Moderate
9,50,No,5,8,45,Stressed Burnout
4,99,Yes,6,0,84,Moderate
7,72,Yes,5,1,62,Stressed Burnout
7,75,No,4,1,65,Stressed Burnout
2,65,No,6,1,43,Moderate
1,66,No,8,7,39,Moderate
8,77,No,6,7,70,Moderate
8,61,No,6,9,54,Moderate
7,65,No,5,7,55,Stressed Burnout
8,61,Yes,9,3,55,Moderate
3,44,Yes,6,7,25,Moderate
2,74,No,6,6,52,Moderate
7,41,No,4,7,31,Stressed Burnout
8,74,Yes,5,0,68,Stressed Burnout
1,48,No,4,2,19,Moderate
9,90,No,5,9,87,Stressed Burnout
4,90,Yes,8,5,71,Optimal Balance
4,88,Yes,9,0,74,Moderate
3,57,No,6,3,35,Moderate
6,82,No,5,8,69,Moderate
1,51,Yes,6,6,24,Moderate
6,42,No,6,0,29,Moderate
2,57,Yes,7,5,34,Moderate
9,95,Yes,4,5,93,Stressed Burnout
2,77,No,9,1,52,Moderate
7,46,Yes,5,5,37,Stressed Burnout
1,72,Yes,8,9,49,Moderate
7,45,Yes,9,1,38,Moderate
5,57,No,7,7,44,Optimal Balance
8,84,No,4,6,75,Stressed Burnout
4,61,No,8,5,44,Optimal Balance
7,90,Yes,8,9,84,Moderate
6,78,Yes,6,5,65,Moderate
5,90,No,4,8,75,Moderate
4,48,Yes,7,8,29,Optimal Balance
7,74,Yes,5,9,67,Stressed Burnout
5,62,No,5,9,50,Moderate
5,51,Yes,7,1,38,Optimal Balance
1,91,Yes,6,2,66,Moderate
2,63,Yes,6,9,42,Moderate
5,89,Yes,8,6,76,Optimal Balance
3,79,Yes,4,9,64,Moderate
2,48,Yes,8,8,26,Moderate
4,52,No,5,5,31,Moderate
4,79,No,7,0,63,Optimal Balance
4,93,Yes,4,6,77,Moderate
4,81,No,7,0,61,Optimal Balance
3,56,No,4,4,33,Moderate
7,46,No,9,8,39,Moderate
9,56,Yes,5,9,52,Stressed Burnout
5,94,No,5,9,82,Moderate
4,89,Yes,9,8,73,Moderate
2,63,No,4,0,37,Moderate
2,41,No,6,5,16,Moderate
5,74,Yes,4,2,59,Moderate
7,67,No,5,8,59,Stressed Burnout
9,58,Yes,7,2,56,Inefficient High Effort
7,72,No,8,1,59,Moderate
5,60,No,7,7,46,Optimal Balance
6,92,No,5,2,80,Moderate
3,49,No,7,4,30,Moderate
5,92,Yes,6,5,78,Moderate
8,85,Yes,6,9,81,Moderate
1,84,No,4,9,57,Moderate
1,48,Yes,7,0,24,Moderate
7,77,No,7,6,66,Moderate
5,45,Yes,5,6,31,Moderate
5,90,Yes,4,4,73,Moderate
1,92,Yes,4,8,66,Moderate
9,81,No,7,1,78,Inefficient High Effort
1,94,Yes,8,4,66,Moderate
5,74,Yes,7,1,57,Optimal Balance
9,57,No,7,1,50,Inefficient High Effort
4,92,No,7,8,77,Optimal Balance
8,58,No,6,6,54,Moderate
6,44,Yes,9,3,30,Moderate
3,64,Yes,4,7,43,Moderate
4,50,Yes,9,3,34,Moderate
2,49,Yes,6,0,26,Moderate
1,56,Yes,8,9,36,Moderate
8,75,Yes,5,2,69,Stressed Burnout
1,65,No,8,9,39,Moderate
1,70,Yes,4,0,44,Moderate
4,71,Yes,5,1,56,Moderate
6,60,Yes,9,1,47,Moderate
9,57,No,8,6,56,Moderate
1,99,Yes,4,3,73,Moderate
7,57,No,8,9,48,Moderate
5,40,Yes,5,8,24,Moderate
8,53,No,5,1,49,Stressed Burnout
7,47,No,8,8,41,Moderate
4,41,No,6,5,24,Moderate
4,90,Yes,8,9,72,Optimal Balance
6,54,No,9,7,45,Moderate
6,99,Yes,8,6,92,Optimal Balance
9,73,No,8,7,68,Moderate
5,75,Yes,6,8,62,Moderate
8,40,No,7,7,36,Moderate
5,90,No,5,5,77,Moderate
2,60,Yes,9,7,40,Moderate
6,81,No,4,7,69,Moderate
9,40,Yes,5,1,38,Stressed Burnout
3,71,No,5,1,50,Moderate
1,59,No,7,0,33,Moderate
1,93,Yes,5,9,69,Moderate
3,86,Yes,5,1,63,Moderate
5,75,Yes,6,6,59,Moderate
3,78,No,6,2,54,Moderate
9,69,Yes,6,3,65,Inefficient High Effort
8,46,Yes,6,3,41,Moderate
3,61,No,6,3,41,Moderate
9,96,Yes,9,1,94,Moderate
6,89,Yes,4,5,80,Moderate
7,84,No,7,0,74,Moderate
4,49,No,8,4,33,Optimal Balance
4,95,No,9,1,78,Moderate
2,47,No,6,8,21,Moderate
5,66,No,7,1,49,Optimal Balance
8,49,Yes,8,5,43,Moderate
7,53,No,5,3,40,Stressed Burnout
7,85,No,9,5,77,Moderate
6,98,No,5,1,84,Moderate
3,91,Yes,7,1,74,Moderate
5,93,Yes,4,6,78,Moderate
1,50,Yes,4,2,21,Moderate
7,45,Yes,7,2,34,Moderate
9,60,No,4,6,54,Stressed Burnout
1,72,No,4,7,47,Moderate
2,58,No,5,6,36,Moderate
3,78,Yes,4,2,53,Moderate
3,63,No,4,2,45,Moderate
8,57,Yes,7,6,52,Moderate
7,74,Yes,4,2,66,Stressed Burnout
6,91,Yes,9,1,79,Moderate
4,82,No,6,6,63,Moderate
9,76,No,6,2,72,Inefficient High Effort
1,58,No,7,4,33,Moderate
2,92,No,6,6,70,Moderate
4,63,Yes,5,1,47,Moderate
3,95,No,9,7,73,Moderate
1,73,Yes,9,1,50,Moderate
5,61,Yes,7,3,48,Optimal Balance
7,43,Yes,4,3,33,Stressed Burnout
2,96,Yes,6,7,72,Moderate
5,49,Yes,5,0,31,Moderate
6,41,Yes,7,8,32,Optimal Balance
7,47,Yes,7,5,34,Moderate
1,72,No,4,3,41,Moderate
7,98,No,8,5,91,Moderate
4,77,Yes,6,5,61,Moderate
8,82,No,5,8,75,Stressed Burnout
4,98,No,7,3,80,Optimal Balance
6,67,No,6,7,57,Moderate
9,49,No,5,0,46,Stressed Burnout
5,84,Yes,9,5,71,Moderate
4,40,No,9,4,21,Moderate
8,73,Yes,5,2,69,Stressed Burnout
9,42,Yes,9,3,37,Moderate
4,48,No,7,7,32,Optimal Balance
3,44,No,6,9,26,Moderate
8,81,Yes,5,1,74,Stressed Burnout
5,49,Yes,7,7,34,Optimal Balance
2,51,No,6,6,24,Moderate
9,57,No,6,0,53,Inefficient High Effort
3,97,Yes,7,1,74,Moderate
2,60,No,6,6,37,Moderate
1,60,Yes,8,2,31,Moderate
8,40,Yes,5,1,29,Stressed Burnout
3,42,Yes,5,0,21,Moderate
7,44,Yes,6,6,37,Moderate
1,64,No,7,2,37,Moderate
1,97,Yes,4,5,73,Moderate
9,88,Yes,9,9,87,Moderate
8,47,No,6,7,45,Moderate
3,56,No,4,5,32,Moderate
6,48,Yes,6,6,35,Moderate
3,71,No,4,5,52,Moderate
4,45,No,6,6,27,Moderate
1,88,Yes,7,4,65,Moderate
5,79,No,9,8,64,Moderate
1,60,No,4,2,30,Moderate
1,46,No,8,5,22,Moderate
7,46,No,7,8,35,Moderate
6,86,No,9,0,72,Moderate
2,78,Yes,6,4,55,Moderate
2,93,No,4,3,71,Moderate
7,66,Yes,9,8,60,Moderate
1,47,Yes,5,0,19,Moderate
2,48,No,7,3,25,Moderate
8,67,No,4,0,55,Stressed Burnout
6,54,No,7,2,41,Optimal Balance
2,41,No,4,3,17,Moderate
7,46,No,5,0,36,Stressed Burnout
4,86,No,8,4,71,Optimal Balance
2,57,No,5,5,35,Moderate
6,61,No,6,0,48,Moderate
9,89,No,7,9,82,Inefficient High Effort
9,49,No,8,9,48,Moderate
8,93,No,7,3,86,Moderate
3,89,No,9,3,69,Moderate
3,72,Yes,4,0,50,Moderate
2,46,No,6,1,22,Moderate
5,42,Yes,6,9,25,Moderate
4,53,Yes,7,4,33,Optimal Balance
7,83,No,6,1,71,Moderate
4,85,Yes,7,2,70,Optimal Balance
9,75,No,4,8,71,Stressed Burnout
2,52,No,4,4,28,Moderate
6,55,Yes,7,0,44,Optimal Balance
7,55,No,5,4,46,Stressed Burnout
4,93,Yes,5,2,76,Moderate
6,44,Yes,4,0,29,Moderate
7,91,No,8,2,84,Moderate
4,64,Yes,5,5,47,Moderate
8,77,Yes,7,9,70,Moderate
9,77,No,4,4,73,Stressed Burnout
1,89,Yes,6,0,63,Moderate
7,77,No,6,1,68,Moderate
9,78,No,5,4,74,Stressed Burnout
5,95,No,8,8,82,Optimal Balance
2,95,No,9,4,77,Moderate
6,87,Yes,5,4,77,Moderate
7,80,No,8,0,71,Moderate
2,65,Yes,5,4,39,Moderate
2,98,Yes,6,7,77,Moderate
1,52,No,8,8,25,Moderate
4,83,No,6,9,63,Moderate
7,90,No,7,2,80,Moderate
9,65,Yes,7,3,62,Inefficient High Effort
3,94,No,4,6,75,Moderate
7,94,Yes,6,6,88,Moderate
7,40,No,6,0,31,Moderate
7,47,No,4,5,36,Stressed Burnout
2,43,Yes,7,8,21,Moderate
6,60,Yes,7,4,50,Optimal Balance
2,61,No,8,7,40,Moderate
6,90,No,8,9,81,Optimal Balance
3,92,No,9,8,75,Moderate
2,97,Yes,7,9,76,Moderate
6,76,No,9,9,66,Moderate
2,88,No,5,2,59,Moderate
5,42,Yes,6,0,26,Moderate
2,58,No,8,1,33,Moderate
3,40,Yes,5,4,19,Moderate
3,68,Yes,8,9,49,Moderate
6,62,No,4,6,50,Moderate
6,72,No,6,5,56,Moderate
3,94,Yes,9,3,74,Moderate
3,91,Yes,9,8,72,Moderate
1,80,No,8,3,53,Moderate
7,62,Yes,7,2,60,Moderate
8,44,Yes,9,4,35,Moderate
2,46,No,4,3,22,Moderate
4,96,Yes,4,1,80,Moderate
7,97,Yes,7,2,88,Moderate
8,45,Yes,4,6,39,Stressed Burnout
1,88,Yes,6,1,63,Moderate
4,61,Yes,8,0,44,Optimal Balance
6,88,Yes,4,1,72,Moderate
3,52,No,6,7,33,Moderate
5,51,No,7,7,39,Optimal Balance
9,43,No,8,9,45,Moderate
3,47,No,7,1,23,Moderate
5,76,Yes,8,5,63,Optimal Balance
8,70,No,4,6,63,Stressed Burnout
6,76,Yes,4,0,63,Moderate
4,84,No,8,6,64,Optimal Balance
8,65,Yes,6,7,62,Moderate
3,82,No,6,8,64,Moderate
3,47,Yes,6,7,28,Moderate
4,79,No,5,2,60,Moderate
9,72,No,9,7,70,Moderate
5,84,No,9,2,70,Moderate
8,68,No,9,5,60,Moderate
6,44,No,6,3,33,Moderate
3,67,Yes,4,6,46,Moderate
8,92,No,5,7,88,Stressed Burnout
9,79,Yes,6,9,78,Inefficient High Effort
8,56,No,4,5,47,Stressed Burnout
4,94,No,5,9,75,Moderate
6,62,No,4,3,51,Moderate
1,84,Yes,8,7,61,Moderate
4,48,No,4,6,29,Moderate
8,41,No,5,9,36,Stressed Burnout
1,71,Yes,6,7,44,Moderate
3,90,Yes,9,9,75,Moderate
1,91,Yes,5,6,63,Moderate
9,88,Yes,6,2,85,Inefficient High Effort
2,70,No,6,2,46,Moderate
9,46,Yes,7,8,44,Inefficient High Effort
4,69,Yes,8,6,55,Optimal Balance
2,97,No,7,0,76,Moderate
4,42,Yes,9,2,25,Moderate
6,90,Yes,5,0,74,Moderate
7,90,Yes,7,5,79,Moderate
3,95,No,9,1,75,Moderate
3,48,Yes,6,6,28,Moderate
8,49,Yes,5,7,44,Stressed Burnout
5,85,Yes,7,5,72,Optimal Balance
4,89,No,4,4,72,Moderate
7,97,No,9,9,94,Moderate
7,86,Yes,9,3,79,Moderate
9,65,No,8,8,64,Moderate
9,40,Yes,4,7,35,Stressed Burnout
5,69,No,5,4,54,Moderate
8,96,No,7,0,90,Moderate
1,77,Yes,6,7,52,Moderate
9,54,Yes,7,7,50,Inefficient High Effort
8,64,Yes,5,6,58,Stressed Burnout
6,45,No,5,6,33,Moderate
3,57,Yes,5,7,38,Moderate
3,40,No,5,0,17,Moderate
8,95,No,9,2,90,Moderate
5,42,Yes,7,3,32,Optimal Balance
7,56,No,4,5,46,Stressed Burnout
5,87,No,6,9,76,Moderate
8,47,Yes,6,9,45,Moderate
4,99,No,8,8,81,Optimal Balance
2,88,No,9,3,66,Moderate
3,79,Yes,5,5,59,Moderate
8,56,Yes,5,8,54,Stressed Burnout
7,64,Yes,5,8,59,Stressed Burnout
2,80,No,9,5,55,Moderate
6,51,No,4,4,36,Moderate
9,68,No,5,2,66,Stressed Burnout
4,64,Yes,8,4,47,Optimal Balance
9,90,No,8,2,89,Moderate
2,75,No,4,4,50,Moderate
2,92,No,9,9,69,Moderate
9,93,Yes,5,9,94,Stressed Burnout
7,64,Yes,7,0,54,Moderate
7,68,Yes,7,5,60,Moderate
1,50,No,6,6,22,Moderate
6,99,No,4,1,84,Moderate
7,43,Yes,7,2,34,Moderate
6,53,Yes,6,9,40,Moderate
6,85,No,8,8,78,Optimal Balance
2,77,Yes,6,7,56,Moderate
6,56,No,5,3,45,Moderate
4,41,Yes,5,7,23,Moderate
9,47,Yes,8,7,45,Moderate
1,75,Yes,4,5,50,Moderate
8,49,No,9,0,37,Moderate
5,46,Yes,5,1,29,Moderate
1,75,No,5,3,44,Moderate
4,55,Yes,6,3,38,Moderate
1,53,Yes,6,1,24,Moderate
6,55,No,6,8,43,Moderate
2,64,No,7,1,39,Moderate
5,80,Yes,8,5,70,Optimal Balance
7,43,No,4,4,37,Stressed Burnout
2,68,Yes,6,3,47,Moderate
6,95,No,4,5,85,Moderate
6,45,No,6,3,32,Moderate
5,40,Yes,5,8,24,Moderate
5,78,Yes,4,9,60,Moderate
3,40,No,7,6,20,Moderate
2,90,No,6,2,66,Moderate
7,79,Yes,9,9,74,Moderate
1,96,No,8,3,70,Moderate
6,42,No,5,0,25,Moderate
6,40,No,6,5,25,Moderate
3,40,No,4,1,20,Moderate
2,78,Yes,6,3,59,Moderate
2,60,Yes,5,4,33,Moderate
9,84,No,8,7,81,Moderate
5,69,No,8,2,51,Optimal Balance
7,71,Yes,8,5,64,Moderate
5,72,No,9,0,58,Moderate
7,87,No,5,8,78,Stressed Burnout
4,61,No,9,0,43,Moderate
8,69,No,9,1,64,Moderate
7,93,No,6,0,85,Moderate
5,85,Yes,5,7,73,Moderate
6,43,No,5,3,32,Moderate
5,62,No,6,1,46,Moderate
7,94,No,7,6,85,Moderate
2,83,Yes,9,7,64,Moderate
5,64,No,8,8,50,Optimal Balance
3,51,No,4,4,29,Moderate
9,56,Yes,9,2,53,Moderate
6,92,Yes,4,0,83,Moderate
3,54,Yes,6,7,36,Moderate
7,49,Yes,4,5,37,Stressed Burnout
4,74,No,7,4,57,Optimal Balance
3,94,No,5,6,75,Moderate
8,91,No,8,4,84,Moderate
4,91,Yes,4,3,74,Moderate
1,68,No,4,4,40,Moderate
6,51,Yes,6,6,37,Moderate
1,40,Yes,6,5,11,Moderate
5,40,No,5,9,28,Moderate
7,49,Yes,8,9,40,Moderate
6,57,Yes,4,8,47,Moderate
2,86,No,5,9,65,Moderate
4,41,No,8,1,22,Optimal Balance
2,88,Yes,5,6,66,Moderate
1,47,No,4,0,19,Moderate
3,61,No,6,7,43,Moderate
3,61,Yes,6,3,41,Moderate
7,65,Yes,6,7,56,Moderate
1,65,No,7,7,42,Moderate
9,48,No,5,3,45,Stressed Burnout
6,60,Yes,4,3,46,Moderate
4,70,No,5,4,51,Moderate
3,91,Yes,6,6,74,Moderate
3,82,Yes,9,5,67,Moderate
2,45,No,9,0,21,Moderate
2,95,No,5,5,73,Moderate
5,53,No,8,2,39,Optimal Balance
9,72,No,9,8,69,Moderate
2,46,No,9,2,24,Moderate
2,63,Yes,5,8,36,Moderate
6,48,No,7,4,38,Optimal Balance
2,50,Yes,7,9,29,Moderate
4,95,No,6,7,72,Moderate
6,62,Yes,4,8,48,Moderate
5,87,No,8,8,71,Optimal Balance
1,90,No,4,6,61,Moderate
6,41,Yes,4,9,29,Moderate
1,54,No,8,0,31,Moderate
3,74,No,7,7,56,Moderate
5,75,Yes,9,6,62,Moderate
5,91,Yes,6,3,78,Moderate
6,93,Yes,5,5,83,Moderate
8,67,No,7,9,65,Moderate
5,78,Yes,6,1,65,Moderate
1,83,Yes,9,3,59,Moderate
5,43,No,7,7,26,Optimal Balance
3,49,No,8,3,32,Moderate
4,45,No,4,9,27,Moderate
8,96,No,8,3,89,Moderate
7,69,No,9,3,57,Moderate
5,93,No,5,9,77,Moderate
2,85,Yes,8,8,65,Moderate
6,74,Yes,9,1,63,Moderate
6,88,No,4,6,78,Moderate
6,82,Yes,7,2,74,Optimal Balance
9,49,Yes,6,3,41,Inefficient High Effort
8,97,Yes,9,0,90,Moderate
8,92,Yes,9,2,88,Moderate
